title,city,added,offer_id,working_hours,type_of_contract,salary,number_of_views
Zatrudnię pomoc kuchenną,Lublin,12 lutego 2018,414358419,Pełny etat,Umowa o pracę,  ,662
Praca w McDonald's,Dąbrowa Górnicza,12 lutego 2018,103349001,Pełny etat,Umowa o pracę,  ,19694
Praca w Oleśnie fifarafa BAR,Olesno,12 lutego 2018,414340965,Pełny etat,Umowa o pracę,2 000  -  3 000 zł/mies.,287
Bufetowa,Warszawa,12 lutego 2018,409228181,Pełny etat,Umowa o pracę,  ,1085
Frytki belgijskie w Krakowie poszukują sprzedawców,Kraków,12 lutego 2018,302444182,Dodatkowa / sezonowa,Umowa o pracę,16  -  23 zł/godz.,4135
Pomoc kuchenna,Kazimierz Dolny,12 lutego 2018,407255045,Niepełny etat,Umowa zlecenie,  ,737
"Praca na 1/2 etatu w bistro, 20zł brutto",Janki,12 lutego 2018,408277307,Niepełny etat,Umowa o pracę,  ,481
Przyjmę na stanowisko kelner,Chełm,12 lutego 2018,343466246,Pełny etat,Inny,  ,533
"Kucharze, pomoce kuchenne do zakładu garmażeryjno- cateringowego",Warszawa,12 lutego 2018,353192488,Pełny etat,Umowa o pracę,  ,238
Przyjmę na stanowisko pomoc kuchenna/zmywak,Chełm,12 lutego 2018,346497478,Pełny etat,Inny,  ,4516
Kucharz wiodący / szef kuchni - Wałbrzych,Wałbrzych,12 lutego 2018,409314249,Pełny etat,Umowa o pracę,  ,818
Kucharz /-arka,Piotrków Trybunalski,12 lutego 2018,236360563,Pełny etat,Umowa o pracę,  ,1716
Kelner kelnerka,Dołuje,12 lutego 2018,400433637,Pełny etat,Umowa o pracę,  ,185
Pracownik gastronomii - Bielany,Warszawa,12 lutego 2018,409275289,Pełny etat,Umowa o pracę,  ,664
"Pracownik kuchni, kucharz - Nowy Dwór Maz.",Nowy Dwór Mazowiecki,12 lutego 2018,409261363,Pełny etat,Umowa o pracę,  ,509
Pracownik gastronomii - Bielsko - Biała,Bielsko-Biała,12 lutego 2018,409221509,Pełny etat,Umowa o pracę,  ,1121
"Pracownicy gastronomii, cateringi - Dąbrowa, Strzemieszyce",Dąbrowa Górnicza,12 lutego 2018,408209097,Pełny etat,Umowa o pracę,  ,576
Pomoc kuchenna - Bułkę przez bibułkę,Warszawa,12 lutego 2018,331389000,Dodatkowa / sezonowa,Umowa zlecenie,  ,11229
Praca w barze gastranomicznym miłosław przy stacji orlen,Miłosław,12 lutego 2018,298870596,Pełny etat,Umowa o pracę,  ,60
Studenta do pracy w lokalnej knajpce - Salwator - Zielono Mi,Kraków,12 lutego 2018,414339569,Dodatkowa / sezonowa,Umowa zlecenie,  ,458
KUCHARZ - Szukamy również osób z grupą inwalidzką,Toruń,12 lutego 2018,408177495,Pełny etat,Umowa o pracę,  ,1001
Kebab pod 13 zatrudni,Kraków,12 lutego 2018,414337103,Pełny etat,Inny,  ,307
Studenta do rozwożenia kanapek rowerem cargo (rykszą) - SALWATOR,Kraków,12 lutego 2018,409471227,Dodatkowa / sezonowa,Umowa zlecenie,  ,759
Kucharz/pomoc kuchenna,Malbork,12 lutego 2018,359520770,Pełny etat,Umowa o pracę,  ,1994
Pomoc Kuchenna Stargard,Stargard,12 lutego 2018,351289258,Pełny etat,Umowa o pracę,  ,1654
Bufetowa / Sprzedawca - obsługa kantyn pracowniczych,Sosnowiec,28 stycznia 2018,392687675,Pełny etat,Umowa zlecenie,  ,1219
Obsługa klienta w gastronomii,Chorzów,12 lutego 2018,414343397,Pełny etat,Umowa o pracę,  ,137
Zatrudnię osobę do pracy w kebab Harika,Olkusz,12 lutego 2018,336232158,Pełny etat,Umowa o pracę,  ,3788
"Zatrudnimy Pomoc Kuchenną -2400 do 3000 na rękę , KRK Cetrum",Kraków,12 lutego 2018,202455021,Pełny etat,Umowa o pracę,  ,448
Stanowisko na pełny etat w restauracji/kawiarni Bagelmama,Kraków,12 lutego 2018,409274225,Pełny etat,Umowa zlecenie,  ,819
Kucharz / Kucharka,Sosnowiec,12 lutego 2018,365785898,Pełny etat,Umowa o pracę,  ,1559
Pomoc Kuchni - catering szpitalny,Katowice,12 lutego 2018,395962939,Pełny etat,Umowa o pracę,  ,1573
Dołącz do zespołu KFC Ken Center,Warszawa,12 lutego 2018,326747278,Pełny etat,Umowa o pracę,  ,2868
Kucharz poszukiwany,Gliwice,12 lutego 2018,414344421,Pełny etat,Umowa o pracę,  ,91
Subway -Złote Tarasy,Warszawa,29 stycznia 2018,312429684,Niepełny etat,Umowa zlecenie,14  -  15 zł/godz.,115
Zatrudnię osobę na stanowisko kelner/barman,Juszczyn,2 lutego 2018,369475675,Pełny etat,Umowa o pracę,  ,653
Praca w Gastronomii,Krapkowice,12 lutego 2018,333909206,Pełny etat,Umowa o pracę,  ,1546
Zespół do nowej restauracji - Sosnowiec,Sosnowiec,12 lutego 2018,412238667,Pełny etat,Umowa o pracę,  ,1708
Pomoc kuchenna w restauracji,Toruń,12 lutego 2018,414347553,Pełny etat,Umowa o pracę,  ,475
Zatrudnimy kelnerkę! praca od zaraz !,Swarzędz,12 lutego 2018,394945541,Pełny etat,Umowa o pracę,  ,121
Kucharz,Białystok,29 stycznia 2018,409380637,Pełny etat,Umowa o pracę,  ,432
ZATRUDNIMY - w Galerii AMBER - BerlinDonerKebap,Kalisz,11 lutego 2018,173081769,Pełny etat,Umowa o pracę,  ,999
Pizzer Góra Kalwaria,Góra Kalwaria,11 lutego 2018,414283539,Pełny etat,Umowa o pracę,  ,135
Pracownik restauracji,Wrocław,11 lutego 2018,392033187,Dodatkowa / sezonowa,Umowa o pracę,  ,3469
Pani do Górskiego Pensjonatu (możliwość zakwaterowania),Sokolec,11 lutego 2018,414281403,Pełny etat,Umowa o pracę,  ,337
Pomoc kuchenna / pani,Szczecin,11 lutego 2018,414294797,Pełny etat,Umowa o pracę,  ,438
Praca dla kucharza,Bochnia,11 lutego 2018,411010091,Pełny etat,Umowa o pracę,  ,838
Pracownik restauracji,Szczecin,11 lutego 2018,393912917,Pełny etat,Umowa o pracę,  ,608
Zatrudnię dostawcę do Pizzeri CORRADO,Piastów,11 lutego 2018,394912351,Pełny etat,Umowa o pracę,  ,90
Bobby Burger Łódź - Kucharz poszukiwany!,Łódź,11 lutego 2018,201158441,Pełny etat,Umowa zlecenie,  ,2556
Kucharz,Koszalin,11 lutego 2018,413289849,Pełny etat,Umowa zlecenie,  ,265
Zatrudnię kucharza/kucharkę,Łódź,11 lutego 2018,414299825,Pełny etat,Umowa o pracę,  ,244
Restauracja Da Grasso zatrudni Kucharza / Pizzermana,Zielona Góra,11 lutego 2018,411799643,Pełny etat,Umowa o pracę,  ,195
"Zatrudnimy barmankę, Dąbrowa Górnicza- Gołonóg",Dąbrowa Górnicza,11 lutego 2018,401779017,Dodatkowa / sezonowa,Umowa o pracę,  ,1400
Zatrudnię barmankę/kelnerkę do lokalu gastronomicznego,Będzin,11 lutego 2018,117331899,Pełny etat,Umowa o pracę,  ,2207
Kucharz,Będzin,11 lutego 2018,380444779,Pełny etat,Umowa o pracę,  ,959
Praca w kawiarni,Lubraniec,11 lutego 2018,407054159,Pełny etat,Umowa o pracę,  ,752
Kucharza do amerykańkiej restauracji,Warszawa,11 lutego 2018,406327303,Pełny etat,Umowa o pracę,3 000  -  5 000 zł/mies.,876
Praca w zajeździe Palma w Turzynie,Wyszków,7 lutego 2018,400874755,Pełny etat,Umowa o pracę,  ,3025
Literatka na Rynku szuka kelnerek,Wrocław,11 lutego 2018,228541417,Pełny etat,Umowa zlecenie,  ,10068
"Kelnerkę/Barmankę, Kelnera/Barmana Zatrudnię",Kraków,11 lutego 2018,355252784,Pełny etat,Umowa o pracę,  ,745
Barman/Barmanka,Opole,11 lutego 2018,107079605,Dodatkowa / sezonowa,Umowa zlecenie,14  -  16 zł/godz.,11446
Praca dla dziewczyn na festiwalach - 25 Pln/H,Wrocław,11 lutego 2018,408090769,Dodatkowa / sezonowa,Umowa zlecenie,25  -  30 zł/godz.,2557
Praca w kawiarni,Kraków,11 lutego 2018,414315773,Pełny etat,Umowa zlecenie,  ,427
Praca w kawiarni Grycan Arkadia,Warszawa,11 lutego 2018,402623377,Niepełny etat,Umowa zlecenie,  ,318
Zatrudnimy Kucharza,Dźwirzyno,11 lutego 2018,405815023,Pełny etat,Umowa o pracę,  ,284
Kucharz,Rybnik,12 lutego 2018,144587933,Pełny etat,Umowa o pracę,15  -  25 zł/godz.,1000
Pracownik kawiarni,Łódź,12 lutego 2018,414328103,Pełny etat,Umowa zlecenie,  ,545
Restauracja zatrudni kucharza,Poznań,11 lutego 2018,414228719,Pełny etat,Umowa o pracę,  ,314
"Obsługa Klienta, Praca w restauracji nad morzem Mielno",Mielno,11 lutego 2018,412102005,Dodatkowa / sezonowa,Umowa zlecenie,  ,1521
Przyjmę do pracy Dworzec Zachodni,Warszawa,11 lutego 2018,405731631,Pełny etat,Inny,  ,1123
Kelnerka,Pierwoszyno,11 lutego 2018,220654819,Niepełny etat,Umowa o pracę,  ,105
Osoba do pracy na kuchni,Łódź,11 lutego 2018,414210063,Pełny etat,Umowa o pracę,2 300  -  2 800 zł/mies.,1235
Poszukiwany kelner Olsztyn,Olsztyn,11 lutego 2018,402018433,Pełny etat,Inny,  ,1080
Poszukiwany kucharz sushi Olsztyn,Olsztyn,11 lutego 2018,402014361,Pełny etat,Inny,  ,323
Kucharz,Kielce,11 lutego 2018,414213871,Pełny etat,Umowa o pracę,2 000  -  2 500 zł/mies.,283
Restauracja zatrudni Kucharza,Bielsko-Biała,11 lutego 2018,408258385,Pełny etat,Umowa o pracę,2 500  -  5 000 zł/mies.,673
Pizzeria w Galerii zatrudni pizzera atrakcyjna stawka.,Kraków,11 lutego 2018,406603109,Pełny etat,Umowa o pracę,  ,1037
Kucharz z doświadczeniem/kuchnia polska,Olsztyn,11 lutego 2018,177018587,Pełny etat,Umowa o pracę,  ,3873
Praca dla osób uczących się,Szczecin,11 lutego 2018,414248329,Dodatkowa / sezonowa,Umowa zlecenie,13  -  15 zł/mies.,913
Barman/barmanka,Bydgoszcz,11 lutego 2018,357942674,Pełny etat,Umowa o pracę,  ,890
Osoba do robienia kebabów,Olsztyn,11 lutego 2018,336881702,Pełny etat,Umowa o pracę,  ,632
Kucharz / Kucharka - atrakcyjne wynagrodzenie - Krynica Morska,Krynica Morska,11 lutego 2018,275727113,Dodatkowa / sezonowa,Umowa o pracę,  ,1631
Pizzerman - DOBRE WARUNKI Krynica Morska,Krynica Morska,11 lutego 2018,414228213,Pełny etat,Umowa o pracę,  ,78
Obsługa gastronomii,Jarocin,11 lutego 2018,414245981,Pełny etat,Umowa o pracę,  ,413
Kelner Kelnerka Hotel Daglezja,Kórnik,11 lutego 2018,348199670,Pełny etat,Umowa o pracę,2 000  -  3 000 zł/mies.,644
Kelner / kelnerka - dobre warunki KRYNICA MORSKA,Krynica Morska,11 lutego 2018,249798915,Pełny etat,Inny,  ,2003
Praca,Myślenice,11 lutego 2018,411721217,Pełny etat,Umowa o pracę,  ,2343
KOKU Sushi zatrudni Kelnerkę / Kelnera ŚWIDNICA,Świdnica,11 lutego 2018,414259933,Pełny etat,Umowa zlecenie,2 000  -  2 500 zł/mies.,216
Kucharz-pizzerman,Szczecin,11 lutego 2018,322353496,Pełny etat,Umowa o pracę,  ,1035
Restauracja zatrudni pomoc pizzermana,Poznań,11 lutego 2018,329036608,Pełny etat,Umowa o pracę,  ,1750
Klimatyczne BISRTO przy plaży Kołobrzeg-Sianożęty szuka PIZZERA,Sianożęty,11 lutego 2018,414032851,Dodatkowa / sezonowa,Umowa zlecenie,5 000  -  7 000 zł/mies.,196
Kelnerkę z umiejętnością obsługi kasy fiskalnej,Poznań,11 lutego 2018,412126745,Pełny etat,Umowa o pracę,  ,697
Praca w małej gastronomii dla osoby uczącej się,Gorzów Wielkopolski,11 lutego 2018,359058518,Dodatkowa / sezonowa,Umowa zlecenie,  ,2938
KELNERKA Whiskey In The Jar Poznań,Poznań,11 lutego 2018,332060512,Dodatkowa / sezonowa,Umowa zlecenie,  ,6378
Gigant pizza zatrudni PIZZERMANA,Janów Lubelski,11 lutego 2018,414142549,Pełny etat,Umowa zlecenie,14  -  15 zł/godz.,258
Piekarza Zatrudnię,Łódź,11 lutego 2018,338620770,Pełny etat,Umowa o pracę,  ,10
Praca/Kelnerka/Kierowca/Reda/Hito,Reda,11 lutego 2018,406942151,Pełny etat,Umowa o pracę,  ,1037
Manager Restauracji Pizza Station,Wrocław,11 lutego 2018,397365211,Pełny etat,Umowa o pracę,  ,714
Sushi Master,Toruń,11 lutego 2018,265720943,Pełny etat,Umowa o pracę,  ,2679
KFC Wola Park,Warszawa,11 lutego 2018,350911604,Pełny etat,Umowa o pracę,2 184  -  2 400 zł/mies.,2753
Zatrudnimy kucharza,Mikołajki,11 lutego 2018,412021073,Pełny etat,Umowa o pracę,  ,389
Praca dla Kelnera/ Kelnerki - OD ZARAZ,Lądek-Zdrój,11 lutego 2018,414163433,Pełny etat,Inny,  ,119
Zatrudnimy barmana/barmankę,Chorzów,11 lutego 2018,344017506,Pełny etat,Inny,  ,1582
Kelnerki kelnerów pomoce kuchenne,Koszalin,11 lutego 2018,414137045,Pełny etat,Umowa o pracę,  ,565
Pracownik Restauracji KFC Myśliborska,Gorzów Wielkopolski,7 lutego 2018,278830075,Pełny etat,Inny,  ,1259
Pracownik Kuchni KFC Myśliborska,Gorzów Wielkopolski,11 lutego 2018,364211136,Niepełny etat,Inny,  ,1068
Praca w kawiarni,Zawiercie,11 lutego 2018,414119859,Niepełny etat,Umowa o pracę,  ,586
Praca Burger King Aleja Krakowska- KASJER/ KASJERKA,Warszawa,11 lutego 2018,391297437,Pełny etat,Umowa o pracę,  ,922
"Zatrudnimy kelnerki ,kelnerów",Kraków,11 lutego 2018,279189349,Pełny etat,Umowa o pracę,  ,4814
Cafe Camelot zatrudni BARMANKĘ. Praca dla Studentek.,Kraków,11 lutego 2018,308556190,Pełny etat,Umowa zlecenie,  ,2886
Praca cały etat kawiarnia,Kraków,11 lutego 2018,414163203,Pełny etat,Umowa zlecenie,10  -  12 zł/godz.,477
"Targowek, barista/sprzedawca",Warszawa,11 lutego 2018,402174835,Niepełny etat,Umowa zlecenie,  ,788
Kucharz w wegan cateringu,Bielawa,11 lutego 2018,414171633,Niepełny etat,Umowa o pracę,  ,81
Zatrudnię Barmana / Barmankę,Bytom,11 lutego 2018,351754492,Pełny etat,Umowa o pracę,  ,3306
"Śródmieście,Ochota,Barista/sprzedawca francuska kawiarnia",Warszawa,11 lutego 2018,300845872,Niepełny etat,Umowa zlecenie,  ,7606
Barmanka,Gdynia,11 lutego 2018,303194848,Pełny etat,Umowa zlecenie,  ,1884
Pracownik restauracji Mccafe,Wieniec,11 lutego 2018,414179981,Pełny etat,Umowa o pracę,  ,154
Zatrudnimy kierowców z własnym samochodem!,Bydgoszcz,11 lutego 2018,414178047,Niepełny etat,Inny,  ,583
Przyjmę do pracy.,Kłobuck,11 lutego 2018,414170447,Pełny etat,Umowa o pracę,1 500  -  2 500 zł/mies.,950
Pracuj z nami – KFC Gemini Park,Bielsko-Biała,11 lutego 2018,311284178,Niepełny etat,Umowa o pracę,  ,118
Barmanka w Polanicy Zdrój,Polanica-Zdrój,11 lutego 2018,246808923,Pełny etat,Umowa o pracę,2 500  -  2 800 zł/mies.,282
Pizzera do Restauracji na Starówce w Lublinie,Lublin,11 lutego 2018,355737128,Pełny etat,Umowa o pracę,  ,1421
Pizza master Don Giovanni Śrem,Śrem,11 lutego 2018,236801381,Pełny etat,Umowa o pracę,2 500  -  3 500 zł/mies.,917
Kucharz w firmie cateringowej Rajszew,Rajszew,11 lutego 2018,296523180,Pełny etat,Umowa o pracę,2 300  -  2 600 zł/mies.,1328
Restauracja zatrudni kelnerkę,Malbork,11 lutego 2018,396383293,Pełny etat,Umowa o pracę,  ,3475
Kucharz,Śrem,11 lutego 2018,307977124,Pełny etat,Umowa o pracę,  ,370
Restauracja zatrudni,Malbork,11 lutego 2018,396385047,Pełny etat,Umowa o pracę,  ,5483
Kucharz zmianowy,Bielawa,11 lutego 2018,141878355,Pełny etat,Umowa o pracę,  ,773
Best Western Mariacki szuka kucharza śniadaniowego i cukiernika,Katowice,11 lutego 2018,277153647,Pełny etat,Umowa o pracę,  ,3099
Zatrudnimy kucharza na pełny etat.,Katowice,11 lutego 2018,372378055,Pełny etat,Umowa o pracę,  ,1303
Zatrudnię dam prace Kucharzowi lub Kucharce pełen etat/umowa o prace,Łuszczów-Kolonia,11 lutego 2018,411936289,Pełny etat,Umowa o pracę,  ,297
Pracownik do obsługii klientów w restauracji,Wrocław,11 lutego 2018,414054167,Pełny etat,Umowa zlecenie,  ,267
"Szefa Kuchni do restauracji slow food, serwująca burgery.",Wrocław,11 lutego 2018,414058387,Pełny etat,Umowa o pracę,  ,199
Kucharza\Kucharkę Bistro Gusto Gdańska 55 zatrudni.,Bydgoszcz,11 lutego 2018,398648761,Pełny etat,Umowa o pracę,3 000  -  4 000 zł/mies.,260
Praca w kawiarnio-lodziarni- Galeria Serenada w Krakowie/Weekndy,Słomniki,11 lutego 2018,364241592,Pełny etat,Umowa zlecenie,13  -  14 zł/godz.,1677
Poszukujemy kelnerek / barmanek / kelnerów / barmanów drink bar,Piotrków Trybunalski,11 lutego 2018,408448123,Pełny etat,Umowa o pracę,  ,1617
"Praca McDonald's Magnolia Park 14,00 zł/godz brutto podstawy!",Wrocław,11 lutego 2018,305714290,Pełny etat,Umowa o pracę,  ,4672
Pracuj wieczorami w McDonald's Magnolia -14zł/godz + dodatek,Wrocław,11 lutego 2018,330702628,Niepełny etat,Umowa o pracę,  ,2817
"Zmiany nocne McDonald's Magnolia - 14zł/h + 2,8/h dodatku!!",Wrocław,11 lutego 2018,357557010,Pełny etat,Umowa o pracę,  ,4941
Barmanka-recepcjonistka,Pruszcz Gdański,11 lutego 2018,377412507,Pełny etat,Umowa o pracę,  ,5099
"McDonald's praca na byMcCafe -14,00zł/h podstawy + dodatki",Wrocław,11 lutego 2018,323967998,Pełny etat,Umowa o pracę,  ,4688
Praca w godzinach popołudniowych Restauracja Magnolia Park,Wrocław,11 lutego 2018,305717626,Niepełny etat,Umowa o pracę,  ,14192
"McDonald's Magnolia na weekendy 14,00zł/brutto + dodatki",Wrocław,11 lutego 2018,305712588,Niepełny etat,Umowa o pracę,  ,6325
"Pracuj wieczorami w McDonald's ul.Legnicka 58 -14,00zł/h + premie",Wrocław,11 lutego 2018,322355528,Dodatkowa / sezonowa,Umowa o pracę,  ,14505
McDonald's Długołęka 2640 brutto,Oleśnica,11 lutego 2018,386121663,Pełny etat,Umowa o pracę,  ,131
Pomoc kuchenna,Opole,11 lutego 2018,414184463,Pełny etat,Umowa o pracę,  ,596
Catering Kukuła Healthy Food szuka kucharza,Tczew,11 lutego 2018,326347942,Pełny etat,Umowa o pracę,  ,1192
Kebab pracownika,Warszawa,11 lutego 2018,404948599,Pełny etat,Umowa o pracę,  ,1039
Praca jako kelnerka/barmanka,Kraśnik,11 lutego 2018,413823359,Pełny etat,Umowa o pracę,  ,535
Poszukujemy pracownika kawiarni,Rybnik,11 lutego 2018,413990131,Pełny etat,Umowa o pracę,2 200  -  2 700 zł/mies.,1124
Zatrudnię Managera Restauracji/Kawiarni,Skierniewice,11 lutego 2018,411408741,Pełny etat,Inny,  ,338
Kulka Cafe zatrudni Kelnerkę/ Baristkę,Poznań,11 lutego 2018,362364330,Niepełny etat,Umowa zlecenie,  ,2755
Cukiernia Vanilla Cafe zatrudni CUKIERNIKA,Lublin,11 lutego 2018,224166007,Pełny etat,Umowa o pracę,  ,7980
Praca szuka człowieka,Dęblin,11 lutego 2018,413945417,Pełny etat,Umowa o pracę,  ,1648
KELNER/BARMAN Pizza Hut Magnolia - weekendy,Wrocław,11 lutego 2018,327197998,Niepełny etat,Umowa zlecenie,  ,759
Praca Pomoc Kuchenna Pokojowka,Krynica Morska,11 lutego 2018,410010837,Pełny etat,Umowa zlecenie,3 500  -  3 700 zł/mies.,191
Praca na stanowisku gastronomicznym Kucharz,Krynica Morska,11 lutego 2018,249667159,Pełny etat,Umowa o pracę,5 000  -  6 000 zł/mies.,139
POMOC KUCHENNA Pizza Hut Magnolia - oferujemy pełne szkolenie!,Wrocław,11 lutego 2018,327196820,Niepełny etat,Umowa zlecenie,  ,916
Praca na zmywaku i przy dostawach - Pizza Hut Magnolia,Wrocław,11 lutego 2018,327200194,Niepełny etat,Umowa zlecenie,  ,1674
Restauracja McDonald's,Warszawa,11 lutego 2018,343704142,Pełny etat,Umowa o pracę,  ,5477
Pomoc Kuchenna,Białystok,11 lutego 2018,286608886,Niepełny etat,Umowa zlecenie,  ,587
Pracownik Lodziarnio-Kawiarni Grycan (Galeria Mokotów),Warszawa,11 lutego 2018,378669865,Pełny etat,Umowa o pracę,  ,356
Pracownik Lodziarnio-Kawiarni Grycan (King Cross Praga),Warszawa,11 lutego 2018,356784556,Niepełny etat,Umowa zlecenie,  ,310
Pracownik Lodziarnio-Kawiarni Grycan - C.H. Turawa Park,Opole,11 lutego 2018,308865574,Pełny etat,Umowa o pracę,  ,859
Pracownik Lodziarnio-Kawiarni Grycan - Kraków Bronowice,Kraków,11 lutego 2018,331876060,Pełny etat,Umowa o pracę,  ,393
Pracownik Lodziarnio-Kawiarni Grycan (C.H. Bonarka City Center),Kraków,11 lutego 2018,407834125,Pełny etat,Umowa zlecenie,  ,492
Pracownik Lodziarnio-Kawiarni (Galeria Turzyn),Szczecin,11 lutego 2018,407643809,Niepełny etat,Umowa zlecenie,  ,882
Pracownik Lodziarnio-Kawiarni (C.H. Manhattan),Gdańsk,11 lutego 2018,407467939,Niepełny etat,Umowa zlecenie,  ,909
Pracownik Lodziarnio-Kawiarni Grycan (Galeria Focus Mall),Zielona Góra,11 lutego 2018,381202747,Niepełny etat,Umowa zlecenie,  ,650
Kelner-barman 2200 pln,Kołobrzeg,11 lutego 2018,412984953,Pełny etat,Umowa zlecenie,2 800  -  3 200 zł/mies.,545
Szef kuchni - kucharz Etam Lunch Bar,Leszno,11 lutego 2018,290254095,Pełny etat,Umowa o pracę,  ,20
Pracownik Lodziarnio-Kawiarni Grycan (Quick Park),Mysłowice,11 lutego 2018,344152054,Niepełny etat,Umowa zlecenie,  ,614
Pracownik Lodziarnio-Kawiarni Grycan (Galeria Corso),Świnoujście,11 lutego 2018,407579499,Niepełny etat,Umowa zlecenie,  ,373
Pracownik Lodziarnio-Kawiarni Grycan (C.H. Trzy Korony),Nowy Sącz,11 lutego 2018,358037902,Niepełny etat,Umowa zlecenie,  ,928
Kelnerki z doświadczeniem do baru w Sopocie zatrudnię,Sopot,11 lutego 2018,401136945,Dodatkowa / sezonowa,Umowa o pracę,11  -  15 zł/godz.,1138
DOŚWIADCZONY PIZZER - tworzenie pizzeri na Mokotowie,Warszawa,10 lutego 2018,408148707,Pełny etat,Umowa o pracę,  ,485
Bar wegetariański zatrudni uśmiechnięte dziewczyny/Panie,Warszawa,10 lutego 2018,413887217,Pełny etat,Umowa o pracę,14  -  15 zł/godz.,427
Kucharz do lokalu Sevi Kebab,Wrocław,10 lutego 2018,352066830,Pełny etat,Umowa o pracę,19  -  23 zł/godz.,975
Kucharz/kucharka ciechanów,Ciechanów,10 lutego 2018,413884883,Pełny etat,Umowa o pracę,  ,273
Kelner/Kelnerka Pizzeria,Komorno,10 lutego 2018,359577344,Pełny etat,Umowa o pracę,2 000  -  2 800 zł/mies.,1709
Praca w nowo otwieranej kawiarni w Pszczynie,Pszczyna,10 lutego 2018,408799965,Niepełny etat,Umowa zlecenie,  ,1555
Kucharkę zatrudnię,Świętochłowice,10 lutego 2018,359154786,Pełny etat,Umowa o pracę,  ,98
Zatrudnię kucharza Kraków,Kraków,10 lutego 2018,413898021,Pełny etat,Umowa o pracę,  ,308
PIZZA HUT EXPRESS MAGNOLIA zatrudni pracowników,Wrocław,10 lutego 2018,402509093,Niepełny etat,Umowa zlecenie,13  -  14 zł/godz.,556
Poszukujemy Szefa Kuchni Kuchnia Regionalna,Rewa,10 lutego 2018,413900139,Pełny etat,Umowa o pracę,  ,163
Pomoc kuchenna/zmywak,Pruszcz Gdański,10 lutego 2018,413905665,Pełny etat,Umowa zlecenie,  ,340
McDonald's Długołeka Sprzątanie w dzien lub w nocy od 2642 do 3050,Oleśnica,11 lutego 2018,378220041,Pełny etat,Umowa o pracę,2 642  -  3 050 zł/mies.,191
Restauracja Da Grasso Zatrudni Kucharza\ Pizzermana.,Zielona Góra,10 lutego 2018,411358947,Pełny etat,Umowa o pracę,  ,268
Praca w barze-obsługa klienta,Łódź,10 lutego 2018,265851807,Pełny etat,Umowa o pracę,  ,22490
"Pizzeria ""Da Grasso"" w Olkuszu zatrudni kelnerkę",Olkusz,10 lutego 2018,352773174,Pełny etat,Umowa o pracę,  ,1183
2956 (brutto)!! Praca w godzinach nocnych na różnych stanowiskach,Gdańsk,10 lutego 2018,308569206,Pełny etat,Umowa o pracę,  ,15736
Kelner/Kelnerka w nowej restauracji w toruniu,Toruń,10 lutego 2018,263239453,Pełny etat,Umowa o pracę,  ,15523
Barmana Barmankę,Kraków,10 lutego 2018,329213236,Pełny etat,Umowa o pracę,14  -  16 zł/godz.,1264
Szef kuchni/kucharz/kucharka na cały etat,Toruń,10 lutego 2018,397058379,Pełny etat,Umowa o pracę,  ,3641
Zatrudnię kucharza/kucharkę,Grodzisk Mazowiecki,10 lutego 2018,412134551,Pełny etat,Umowa o pracę,  ,162
Restauracja w okolicy Rynku Głównego w Krakowie zatrudni Kucharza,Kraków,10 lutego 2018,352122358,Pełny etat,Umowa o pracę,  ,2068
Szef kuchni,Turawa,10 lutego 2018,411777459,Pełny etat,Umowa o pracę,  ,381
Zatrudnie Kelnera/ke-Stała Praca!!!,Wieluń,10 lutego 2018,355188514,Pełny etat,Inny,  ,2576
Praca na zmywaku - szklankowa,Kraków,10 lutego 2018,364421782,Pełny etat,Umowa o pracę,2 500  -  2 900 zł/mies.,2493
Kelnerka do pizzeri,Szczecin,10 lutego 2018,190133951,Pełny etat,Umowa zlecenie,14  -  16 zł/godz.,27130
Poszukiwany kucharz od zaraz,Warszawa,10 lutego 2018,413821335,Pełny etat,Inny,  ,278
Kucharz !!!,Poznań,10 lutego 2018,310824658,Pełny etat,Umowa o pracę,20  -  24 zł/godz.,386
Praca w restauracji KFC ZABRZE - ROKITNICA,Zabrze,10 lutego 2018,397179321,Pełny etat,Umowa o pracę,  ,1126
Firma MAVAM 5 czeka na uczniów i studentów !,Grójec,10 lutego 2018,406120811,Pełny etat,Umowa o pracę,700  -  2 300 zł/mies.,735
Kelner/ka,Kraków,10 lutego 2018,407588891,Pełny etat,Umowa zlecenie,  ,855
Praca w herbaciarni Bubble Tea 7 / VietMama,Warszawa,10 lutego 2018,413830631,Niepełny etat,Umowa zlecenie,14  -  15 zł/mies.,476
Kucharka/Kucharz,Otwock,10 lutego 2018,393669545,Pełny etat,Umowa o pracę,  ,1121
Praca dla kucharza Restauracja Retro,Gubin,10 lutego 2018,352061162,Pełny etat,Umowa o pracę,  ,348
Obsługa do kawiarnio- lodziarni 14 zł,Szczecin,10 lutego 2018,355710462,Pełny etat,Umowa zlecenie,  ,2481
Kucharz zmianowy,Grodzisk Mazowiecki,10 lutego 2018,413833745,Pełny etat,Umowa o pracę,  ,197
Zatrudnimy pomoc kuchenną we włoskiej knajpie - Trattoria Vicolo,Poznań,10 lutego 2018,312529976,Pełny etat,Umowa zlecenie,  ,1628
Kucharka szuka pracy,Koszalin,10 lutego 2018,413841609,Pełny etat,Umowa o pracę,  ,232
Poszukujemy kelnerów/kelnerek do Trattorii Vicolo,Poznań,10 lutego 2018,323655694,Pełny etat,Umowa zlecenie,  ,1257
